MajorCity,Year,AvgHouseholdMedianIncome
"Janesville, WI",2011.0,50298.666666666664
"Janesville, WI",2012.0,49866.666666666664
"Janesville, WI",2013.0,49361.666666666664
"Janesville, WI",2014.0,49440.666666666664
"Janesville, WI",2015.0,49765.666666666664
"Janesville, WI",2016.0,50996.333333333336
"Janesville, WI",2017.0,54194.333333333336
"Janesville, WI",2018.0,55310.666666666664
"Janesville, WI",2019.0,56928.333333333336
"Janesville, WI",2020.0,57289.0
"Janesville, WI",2021.0,64845.333333333336
"Jefferson City, MO",2011.0,53119.5
"Jefferson City, MO",2012.0,52137.0
"Jefferson City, MO",2013.0,51806.0
"Jefferson City, MO",2014.0,52596.0
"Jefferson City, MO",2015.0,52739.5
"Jefferson City, MO",2016.0,54028.5
"Jefferson City, MO",2017.0,53928.5
"Jefferson City, MO",2018.0,56899.0
"Jefferson City, MO",2019.0,58495.0
"Jefferson City, MO",2020.0,60264.0
"Jefferson City, MO",2021.0,64091.0
"Johnson City, TN",2011.0,40498.0
"Johnson City, TN",2012.0,42121.0
"Johnson City, TN",2013.0,41103.666666666664
"Johnson City, TN",2014.0,42482.333333333336
"Johnson City, TN",2015.0,42079.0
"Johnson City, TN",2016.0,43183.333333333336
"Johnson City, TN",2017.0,43724.333333333336
"Johnson City, TN",2018.0,45206.666666666664
"Johnson City, TN",2019.0,47021.333333333336
"Johnson City, TN",2020.0,46256.333333333336
"Johnson City, TN",2021.0,50444.666666666664
"Johnstown, PA",2011.0,35295.0
"Johnstown, PA",2012.0,35733.0
"Johnstown, PA",2013.0,35204.0
"Johnstown, PA",2014.0,35311.0
"Johnstown, PA",2015.0,35566.2
"Johnstown, PA",2016.0,36507.0
"Johnstown, PA",2017.0,36941.4
"Johnstown, PA",2018.0,38289.0
"Johnstown, PA",2019.0,38460.6
"Johnstown, PA",2020.0,40416.8
"Johnstown, PA",2021.0,43834.4
"Jonesboro, AR",2011.0,46521.5
"Jonesboro, AR",2012.0,47785.0
"Jonesboro, AR",2013.0,46384.5
"Jonesboro, AR",2014.0,46021.5
"Jonesboro, AR",2015.0,46035.5
"Jonesboro, AR",2016.0,47355.5
"Jonesboro, AR",2017.0,48003.0
"Jonesboro, AR",2018.0,47859.5
"Jonesboro, AR",2019.0,51905.0
"Jonesboro, AR",2020.0,51657.0
"Jonesboro, AR",2021.0,58356.666666666664
"Joplin, MO",2011.0,40164.0
"Joplin, MO",2012.0,40089.0
"Joplin, MO",2013.0,39702.5
"Joplin, MO",2014.0,40114.5
"Joplin, MO",2015.0,40531.5
"Joplin, MO",2016.0,42013.0
"Joplin, MO",2017.0,44720.0
"Joplin, MO",2018.0,46769.0
"Joplin, MO",2019.0,48964.0
"Joplin, MO",2020.0,48139.0
"Joplin, MO",2021.0,50516.0
"Kahului, HI",2011.0,61132.0
"Kahului, HI",2012.0,62197.0
"Kahului, HI",2013.0,62981.0
"Kahului, HI",2014.0,64692.0
"Kahului, HI",2015.0,68429.0
"Kahului, HI",2016.0,70789.0
"Kahului, HI",2017.0,75584.0
"Kahului, HI",2018.0,81329.0
"Kahului, HI",2019.0,83547.0
"Kahului, HI",2020.0,81129.0
"Kahului, HI",2021.0,85890.0
"Kalamazoo, MI",2011.0,35026.8
"Kalamazoo, MI",2012.0,35189.0
"Kalamazoo, MI",2013.0,35872.6
"Kalamazoo, MI",2014.0,38132.8
"Kalamazoo, MI",2015.0,38531.4
"Kalamazoo, MI",2016.0,40846.4
"Kalamazoo, MI",2017.0,42915.8
"Kalamazoo, MI",2018.0,44230.8
"Kalamazoo, MI",2019.0,45672.0
"Kalamazoo, MI",2020.0,47039.2
"Kalamazoo, MI",2021.0,48392.4
"Kankakee, IL",2011.0,39833.0
"Kankakee, IL",2012.0,39537.0
"Kankakee, IL",2013.0,39915.0
"Kankakee, IL",2014.0,40325.0
"Kankakee, IL",2015.0,40273.0
"Kankakee, IL",2016.0,42391.0
"Kankakee, IL",2017.0,45542.0
"Kankakee, IL",2018.0,47629.0
"Kankakee, IL",2019.0,48319.0
"Kankakee, IL",2020.0,49090.0
"Kankakee, IL",2021.0,50202.0
"Kansas City, MO",2011.0,33958.0
"Kansas City, MO",2012.0,32906.333333333336
"Kansas City, MO",2013.0,34366.0
"Kansas City, MO",2014.0,35029.333333333336
"Kansas City, MO",2015.0,37754.333333333336
"Kansas City, MO",2016.0,40502.0
"Kansas City, MO",2017.0,44300.333333333336
"Kansas City, MO",2018.0,46704.666666666664
"Kansas City, MO",2019.0,48047.333333333336
"Kansas City, MO",2020.0,51227.666666666664
"Kansas City, MO",2021.0,54822.666666666664
"Kennewick, WA",2011.0,68910.33333333333
"Kennewick, WA",2012.0,67285.33333333333
"Kennewick, WA",2013.0,70795.33333333333
"Kennewick, WA",2014.0,67239.66666666667
"Kennewick, WA",2015.0,68582.0
"Kennewick, WA",2016.0,68788.0
"Kennewick, WA",2017.0,73829.33333333333
"Kennewick, WA",2018.0,75044.66666666667
"Kennewick, WA",2019.0,79520.0
"Kennewick, WA",2020.0,82432.66666666667
"Kennewick, WA",2021.0,84351.66666666667
"Killeen, TX",2011.0,45322.5
"Killeen, TX",2012.0,44350.25
"Killeen, TX",2013.0,44733.5
"Killeen, TX",2014.0,45684.75
"Killeen, TX",2015.0,44756.75
"Killeen, TX",2016.0,45410.5
"Killeen, TX",2017.0,46195.5
"Killeen, TX",2018.0,47472.75
"Killeen, TX",2019.0,46983.0
"Killeen, TX",2020.0,47980.5
"Killeen, TX",2021.0,49934.25
"Kingsport, TN",2011.0,42533.5
"Kingsport, TN",2012.0,43031.5
"Kingsport, TN",2013.0,40783.5
"Kingsport, TN",2014.0,40755.25
"Kingsport, TN",2015.0,40629.0
"Kingsport, TN",2016.0,41738.0
"Kingsport, TN",2017.0,41796.0
"Kingsport, TN",2018.0,43040.25
"Kingsport, TN",2019.0,46787.5
"Kingsport, TN",2020.0,48134.25
"Kingsport, TN",2021.0,51045.0
"Kingston, NY",2011.0,49503.0
"Kingston, NY",2012.0,48650.0
"Kingston, NY",2013.0,47225.0
"Kingston, NY",2014.0,45782.0
"Kingston, NY",2015.0,46071.0
"Kingston, NY",2016.0,48058.0
"Kingston, NY",2017.0,51016.0
"Kingston, NY",2018.0,52784.0
"Kingston, NY",2019.0,56668.0
"Kingston, NY",2020.0,57830.0
"Kingston, NY",2021.0,61261.0
"Knoxville, TN",2011.0,31878.4
"Knoxville, TN",2012.0,32087.4
"Knoxville, TN",2013.0,30488.2
"Knoxville, TN",2014.0,30912.0
"Knoxville, TN",2015.0,31111.0
"Knoxville, TN",2016.0,31867.8
"Knoxville, TN",2017.0,32109.4
"Knoxville, TN",2018.0,32521.6
"Knoxville, TN",2019.0,35517.4
"Knoxville, TN",2020.0,38322.2
"Knoxville, TN",2021.0,40062.6
"Kokomo, IN",2011.0,42103.0
"Kokomo, IN",2012.0,41698.5
"Kokomo, IN",2013.0,41034.5
"Kokomo, IN",2014.0,39792.5
"Kokomo, IN",2015.0,42788.0
"Kokomo, IN",2016.0,44112.5
"Kokomo, IN",2017.0,46073.5
"Kokomo, IN",2018.0,48594.0
"Kokomo, IN",2019.0,50203.0
"Kokomo, IN",2020.0,53568.0
"Kokomo, IN",2021.0,56098.5
"La Crosse, WI",2011.0,42992.5
"La Crosse, WI",2012.0,42907.5
"La Crosse, WI",2013.0,43374.0
"La Crosse, WI",2014.0,42844.0
"La Crosse, WI",2015.0,42923.5
"La Crosse, WI",2016.0,43214.5
"La Crosse, WI",2017.0,46520.0
"La Crosse, WI",2018.0,47578.0
"La Crosse, WI",2019.0,49893.5
"La Crosse, WI",2020.0,49777.5
"La Crosse, WI",2021.0,50346.5
"Lafayette, IN",2011.0,39348.0
"Lafayette, IN",2012.0,39532.0
"Lafayette, IN",2013.0,39810.5
"Lafayette, IN",2014.0,41296.25
"Lafayette, IN",2015.0,42146.75
"Lafayette, IN",2016.0,43451.5
"Lafayette, IN",2017.0,45540.25
"Lafayette, IN",2018.0,46876.0
"Lafayette, IN",2019.0,47636.25
"Lafayette, IN",2020.0,49046.0
"Lafayette, IN",2021.0,50434.0
"Lafayette, LA",2011.0,45445.5
"Lafayette, LA",2012.0,46267.25
"Lafayette, LA",2013.0,46492.25
"Lafayette, LA",2014.0,45629.5
"Lafayette, LA",2015.0,45265.25
"Lafayette, LA",2016.0,46067.75
"Lafayette, LA",2017.0,47468.75
"Lafayette, LA",2018.0,48457.0
"Lafayette, LA",2019.0,50715.75
"Lafayette, LA",2020.0,56012.75
"Lafayette, LA",2021.0,56050.0
"Lake Charles, LA",2011.0,43766.2
"Lake Charles, LA",2012.0,44747.0
"Lake Charles, LA",2013.0,44363.6
"Lake Charles, LA",2014.0,44849.2
"Lake Charles, LA",2015.0,45086.0
"Lake Charles, LA",2016.0,45634.0
"Lake Charles, LA",2017.0,47586.6
"Lake Charles, LA",2018.0,49793.4
"Lake Charles, LA",2019.0,51825.8
"Lake Charles, LA",2020.0,52965.2
"Lake Charles, LA",2021.0,60829.4
"Lake Havasu City, AZ",2011.0,43482.666666666664
"Lake Havasu City, AZ",2012.0,41837.666666666664
"Lake Havasu City, AZ",2013.0,41671.666666666664
"Lake Havasu City, AZ",2014.0,41279.333333333336
"Lake Havasu City, AZ",2015.0,41662.0
"Lake Havasu City, AZ",2016.0,43746.0
"Lake Havasu City, AZ",2017.0,46667.0
"Lake Havasu City, AZ",2018.0,49920.666666666664
"Lake Havasu City, AZ",2019.0,53284.333333333336
"Lake Havasu City, AZ",2020.0,55590.333333333336
"Lake Havasu City, AZ",2021.0,59363.333333333336
"Lake Saint Louis, MO",2011.0,84456.0
"Lake Saint Louis, MO",2012.0,86170.0
"Lake Saint Louis, MO",2013.0,84756.0
"Lake Saint Louis, MO",2014.0,82391.0
"Lake Saint Louis, MO",2015.0,85405.0
"Lake Saint Louis, MO",2016.0,87379.0
"Lake Saint Louis, MO",2017.0,91310.0
"Lake Saint Louis, MO",2018.0,95576.0
"Lake Saint Louis, MO",2019.0,99543.0
"Lake Saint Louis, MO",2020.0,107243.0
"Lake Saint Louis, MO",2021.0,116198.0
"Lakeland, FL",2011.0,42738.6
"Lakeland, FL",2012.0,42022.6
"Lakeland, FL",2013.0,41821.8
"Lakeland, FL",2014.0,41764.0
"Lakeland, FL",2015.0,41629.0
"Lakeland, FL",2016.0,42712.0
"Lakeland, FL",2017.0,43639.8
"Lakeland, FL",2018.0,45834.6
"Lakeland, FL",2019.0,47227.6
"Lakeland, FL",2020.0,48616.4
"Lakeland, FL",2021.0,51905.6
"Lancaster, PA",2011.0,50449.666666666664
"Lancaster, PA",2012.0,50745.333333333336
"Lancaster, PA",2013.0,50420.333333333336
"Lancaster, PA",2014.0,52055.333333333336
"Lancaster, PA",2015.0,52047.0
"Lancaster, PA",2016.0,54197.0
"Lancaster, PA",2017.0,57643.666666666664
"Lancaster, PA",2018.0,59531.0
"Lancaster, PA",2019.0,62124.333333333336
"Lancaster, PA",2020.0,67517.66666666667
"Lancaster, PA",2021.0,72600.66666666667
"Lansing, MI",2011.0,40047.4
"Lansing, MI",2012.0,39434.4
"Lansing, MI",2013.0,38721.6
"Lansing, MI",2014.0,37859.4
"Lansing, MI",2015.0,38023.4
"Lansing, MI",2016.0,38968.6
"Lansing, MI",2017.0,40239.6
"Lansing, MI",2018.0,41893.0
"Lansing, MI",2019.0,43457.6
"Lansing, MI",2020.0,45942.6
"Lansing, MI",2021.0,48401.8
"Laredo, TX",2011.0,37624.8
"Laredo, TX",2012.0,38621.6
"Laredo, TX",2013.0,39180.4
"Laredo, TX",2014.0,38275.2
"Laredo, TX",2015.0,38735.8
"Laredo, TX",2016.0,38525.0
"Laredo, TX",2017.0,40282.4
"Laredo, TX",2018.0,42288.4
"Laredo, TX",2019.0,45690.4
"Laredo, TX",2020.0,47846.4
"Laredo, TX",2021.0,52132.0
"Las Cruces, NM",2011.0,43726.0
"Las Cruces, NM",2012.0,44971.4
"Las Cruces, NM",2013.0,44613.8
"Las Cruces, NM",2014.0,44759.4
"Las Cruces, NM",2015.0,44779.0
"Las Cruces, NM",2016.0,44066.4
"Las Cruces, NM",2017.0,44196.6
"Las Cruces, NM",2018.0,44689.6
"Las Cruces, NM",2019.0,47058.6
"Las Cruces, NM",2020.0,49115.2
"Las Cruces, NM",2021.0,51765.0
"Las Vegas, NV",2011.0,33999.0
"Las Vegas, NV",2012.0,32239.2
"Las Vegas, NV",2013.0,30975.2
"Las Vegas, NV",2014.0,30994.4
"Las Vegas, NV",2015.0,30445.4
"Las Vegas, NV",2016.0,31006.6
"Las Vegas, NV",2017.0,32737.4
"Las Vegas, NV",2018.0,33412.2
"Las Vegas, NV",2019.0,34186.0
"Las Vegas, NV",2020.0,35801.0
"Las Vegas, NV",2021.0,38203.2
"Lawrence, KS",2011.0,46488.75
"Lawrence, KS",2012.0,47652.0
"Lawrence, KS",2013.0,49307.75
"Lawrence, KS",2014.0,49504.25
"Lawrence, KS",2015.0,48814.0
"Lawrence, KS",2016.0,50166.5
"Lawrence, KS",2017.0,51638.5
"Lawrence, KS",2018.0,51955.25
"Lawrence, KS",2019.0,55751.25
"Lawrence, KS",2020.0,57431.75
"Lawrence, KS",2021.0,59575.75
"Lawton, OK",2011.0,44689.333333333336
"Lawton, OK",2012.0,45464.0
"Lawton, OK",2013.0,44111.333333333336
"Lawton, OK",2014.0,43884.666666666664
"Lawton, OK",2015.0,42957.666666666664
"Lawton, OK",2016.0,43676.0
"Lawton, OK",2017.0,44207.666666666664
"Lawton, OK",2018.0,47198.333333333336
"Lawton, OK",2019.0,48110.666666666664
"Lawton, OK",2020.0,48368.666666666664
"Lawton, OK",2021.0,52708.0
"Lebanon, PA",2011.0,49184.5
"Lebanon, PA",2012.0,49980.5
"Lebanon, PA",2013.0,50605.0
"Lebanon, PA",2014.0,52542.0
"Lebanon, PA",2015.0,50911.0
"Lebanon, PA",2016.0,52463.5
"Lebanon, PA",2017.0,54021.5
"Lebanon, PA",2018.0,54264.5
"Lebanon, PA",2019.0,55224.5
"Lebanon, PA",2020.0,55055.5
"Lebanon, PA",2021.0,57742.0
"Lewiston, ID",2011.0,44430.0
"Lewiston, ID",2012.0,45354.0
"Lewiston, ID",2013.0,46046.0
"Lewiston, ID",2014.0,45712.0
"Lewiston, ID",2015.0,47839.0
"Lewiston, ID",2016.0,49476.0
"Lewiston, ID",2017.0,52285.0
"Lewiston, ID",2018.0,54792.0
"Lewiston, ID",2019.0,58611.0
"Lewiston, ID",2020.0,57362.0
"Lewiston, ID",2021.0,62388.0
"Lewiston, ME",2011.0,37941.0
"Lewiston, ME",2012.0,36600.0
"Lewiston, ME",2013.0,36035.0
"Lewiston, ME",2014.0,36696.0
"Lewiston, ME",2015.0,37500.0
"Lewiston, ME",2016.0,38199.0
"Lewiston, ME",2017.0,39890.0
"Lewiston, ME",2018.0,41371.0
"Lewiston, ME",2019.0,44523.0
"Lewiston, ME",2020.0,42969.0
"Lewiston, ME",2021.0,48069.0
"Lexington, KY",2011.0,40090.8
"Lexington, KY",2012.0,39850.6
"Lexington, KY",2013.0,39641.2
"Lexington, KY",2014.0,39874.2
"Lexington, KY",2015.0,40635.2
"Lexington, KY",2016.0,41198.6
"Lexington, KY",2017.0,42843.8
"Lexington, KY",2018.0,45269.0
"Lexington, KY",2019.0,48611.2
"Lexington, KY",2020.0,48917.6
"Lexington, KY",2021.0,51638.4
"Lima, OH",2011.0,44217.4
"Lima, OH",2012.0,43999.0
"Lima, OH",2013.0,43298.2
"Lima, OH",2014.0,44593.6
"Lima, OH",2015.0,45572.6
"Lima, OH",2016.0,46340.8
"Lima, OH",2017.0,48610.0
"Lima, OH",2018.0,50538.0
"Lima, OH",2019.0,52922.6
"Lima, OH",2020.0,52155.6
"Lima, OH",2021.0,56477.2
"Lincoln, NE",2011.0,41918.2
"Lincoln, NE",2012.0,42078.8
"Lincoln, NE",2013.0,42375.4
"Lincoln, NE",2014.0,42408.2
"Lincoln, NE",2015.0,42258.0
"Lincoln, NE",2016.0,43636.4
"Lincoln, NE",2017.0,46004.0
"Lincoln, NE",2018.0,48323.8
"Lincoln, NE",2019.0,49842.2
"Lincoln, NE",2020.0,51723.0
"Lincoln, NE",2021.0,54434.8
"Little Rock, AR",2011.0,35983.6
"Little Rock, AR",2012.0,38896.4
"Little Rock, AR",2013.0,38238.0
"Little Rock, AR",2014.0,42877.2
"Little Rock, AR",2015.0,42858.6
"Little Rock, AR",2016.0,43738.8
"Little Rock, AR",2017.0,44246.4
"Little Rock, AR",2018.0,44095.8
"Little Rock, AR",2019.0,45422.8
"Little Rock, AR",2020.0,53686.6
"Little Rock, AR",2021.0,51334.2
"Logan, UT",2011.0,42564.0
"Logan, UT",2012.0,43122.0
"Logan, UT",2013.0,43762.0
"Logan, UT",2014.0,43794.5
"Logan, UT",2015.0,43745.0
"Logan, UT",2016.0,44863.0
"Logan, UT",2017.0,45371.5
"Logan, UT",2018.0,48395.5
"Logan, UT",2019.0,48608.0
"Logan, UT",2020.0,50735.0
"Logan, UT",2021.0,53253.0
"Longview, TX",2011.0,43289.0
"Longview, TX",2012.0,44731.8
"Longview, TX",2013.0,45131.4
"Longview, TX",2014.0,44586.8
"Longview, TX",2015.0,44794.2
"Longview, TX",2016.0,45791.0
"Longview, TX",2017.0,46599.8
"Longview, TX",2018.0,48718.0
"Longview, TX",2019.0,49736.2
"Longview, TX",2020.0,51971.4
"Longview, TX",2021.0,56395.2
"Longview, WA",2011.0,43673.0
"Longview, WA",2012.0,43690.0
"Longview, WA",2013.0,42930.0
"Longview, WA",2014.0,41732.0
"Longview, WA",2015.0,41515.0
"Longview, WA",2016.0,41824.0
"Longview, WA",2017.0,42144.0
"Longview, WA",2018.0,44385.0
"Longview, WA",2019.0,47774.0
"Longview, WA",2020.0,51188.0
"Longview, WA",2021.0,55275.0
"Los Angeles, CA",2011.0,33464.8
"Los Angeles, CA",2012.0,33529.4
"Los Angeles, CA",2013.0,33182.0
"Los Angeles, CA",2014.0,32797.4
"Los Angeles, CA",2015.0,33371.8
"Los Angeles, CA",2016.0,34677.2
"Los Angeles, CA",2017.0,36619.8
"Los Angeles, CA",2018.0,39012.0
"Los Angeles, CA",2019.0,41881.8
"Los Angeles, CA",2020.0,45529.8
"Los Angeles, CA",2021.0,49311.6
"Louisville, KY",2011.0,38275.8
"Louisville, KY",2012.0,37791.0
"Louisville, KY",2013.0,37672.2
"Louisville, KY",2014.0,38330.0
"Louisville, KY",2015.0,38209.2
"Louisville, KY",2016.0,39166.8
"Louisville, KY",2017.0,41964.4
"Louisville, KY",2018.0,43787.8
"Louisville, KY",2019.0,45956.0
"Louisville, KY",2020.0,47177.2
"Louisville, KY",2021.0,51118.2
"Lubbock, TX",2011.0,25544.333333333332
"Lubbock, TX",2012.0,25265.666666666668
"Lubbock, TX",2013.0,24812.666666666668
"Lubbock, TX",2014.0,25248.0
"Lubbock, TX",2015.0,26838.333333333332
"Lubbock, TX",2016.0,29126.0
"Lubbock, TX",2017.0,30152.333333333332
"Lubbock, TX",2018.0,29981.0
"Lubbock, TX",2019.0,31972.333333333332
"Lubbock, TX",2020.0,33006.666666666664
"Lubbock, TX",2021.0,32676.0
"Lynchburg, VA",2011.0,43191.75
"Lynchburg, VA",2012.0,42893.5
"Lynchburg, VA",2013.0,42179.25
"Lynchburg, VA",2014.0,43016.25
"Lynchburg, VA",2015.0,43371.25
"Lynchburg, VA",2016.0,44519.0
"Lynchburg, VA",2017.0,46044.0
"Lynchburg, VA",2018.0,49018.0
"Lynchburg, VA",2019.0,51227.75
"Lynchburg, VA",2020.0,52141.25
"Lynchburg, VA",2021.0,56283.0
"Macon, GA",2011.0,34829.2
"Macon, GA",2012.0,34541.2
"Macon, GA",2013.0,33890.6
"Macon, GA",2014.0,32896.0
"Macon, GA",2015.0,32528.4
"Macon, GA",2016.0,32421.8
"Macon, GA",2017.0,34028.6
"Macon, GA",2018.0,36008.6
"Macon, GA",2019.0,36784.8
"Macon, GA",2020.0,36254.8
"Macon, GA",2021.0,38925.8
"Madera, CA",2011.0,53562.0
"Madera, CA",2012.0,54265.0
"Madera, CA",2013.0,53597.333333333336
"Madera, CA",2014.0,53723.666666666664
"Madera, CA",2015.0,52035.333333333336
"Madera, CA",2016.0,54230.0
"Madera, CA",2017.0,55932.666666666664
"Madera, CA",2018.0,57803.333333333336
"Madera, CA",2019.0,62083.333333333336
"Madera, CA",2020.0,70028.66666666667
"Madera, CA",2021.0,74644.33333333333
"Madison, WI",2011.0,51587.8
"Madison, WI",2012.0,52273.6
"Madison, WI",2013.0,46820.8
"Madison, WI",2014.0,48073.6
"Madison, WI",2015.0,53604.75
"Madison, WI",2016.0,55696.5
"Madison, WI",2017.0,48966.4
"Madison, WI",2018.0,50983.6
"Madison, WI",2019.0,53643.2
"Madison, WI",2020.0,54818.8
"Madison, WI",2021.0,68887.5
"Manchester, NH",2011.0,50707.2
"Manchester, NH",2012.0,52019.2
"Manchester, NH",2013.0,53281.4
"Manchester, NH",2014.0,55291.4
"Manchester, NH",2015.0,52815.0
"Manchester, NH",2016.0,54432.6
"Manchester, NH",2017.0,56144.8
"Manchester, NH",2018.0,56854.2
"Manchester, NH",2019.0,58669.0
"Manchester, NH",2020.0,62991.4
"Manchester, NH",2021.0,68352.4
"Manhattan, KS",2011.0,52110.0
"Manhattan, KS",2012.0,37685.0
"Manhattan, KS",2013.0,38783.333333333336
"Manhattan, KS",2014.0,41189.333333333336
"Manhattan, KS",2015.0,41734.333333333336
"Manhattan, KS",2016.0,42725.0
"Manhattan, KS",2017.0,61006.0
"Manhattan, KS",2018.0,62801.5
"Manhattan, KS",2019.0,62241.5
"Manhattan, KS",2020.0,64049.5
"Manhattan, KS",2021.0,67533.0
"Mankato, MN",2011.0,53867.0
"Mankato, MN",2012.0,53094.0
"Mankato, MN",2013.0,53826.0
"Mankato, MN",2014.0,51884.5
"Mankato, MN",2015.0,50509.5
"Mankato, MN",2016.0,53252.0
"Mankato, MN",2017.0,55825.5
"Mankato, MN",2018.0,57592.0
"Mankato, MN",2019.0,61149.0
"Mankato, MN",2020.0,65377.0
"Mankato, MN",2021.0,68121.5
"Mansfield, OH",2011.0,42489.4
"Mansfield, OH",2012.0,40789.4
"Mansfield, OH",2013.0,40460.6
"Mansfield, OH",2014.0,40547.2
"Mansfield, OH",2015.0,39404.4
"Mansfield, OH",2016.0,40191.0
"Mansfield, OH",2017.0,41417.2
"Mansfield, OH",2018.0,44445.4
"Mansfield, OH",2019.0,46805.6
"Mansfield, OH",2020.0,46622.0
"Mansfield, OH",2021.0,48972.0
"Mcallen, TX",2011.0,42151.0
"Mcallen, TX",2012.0,43544.666666666664
"Mcallen, TX",2013.0,42717.0
"Mcallen, TX",2014.0,43544.666666666664
"Mcallen, TX",2015.0,43785.666666666664
"Mcallen, TX",2016.0,44622.333333333336
"Mcallen, TX",2017.0,43659.666666666664
"Mcallen, TX",2018.0,44581.333333333336
"Mcallen, TX",2019.0,45157.0
"Mcallen, TX",2020.0,46483.333333333336
"Mcallen, TX",2021.0,50571.666666666664
"Medford, OR",2011.0,42212.5
"Medford, OR",2012.0,42663.5
"Medford, OR",2013.0,42538.5
"Medford, OR",2014.0,42926.0
"Medford, OR",2015.0,42789.5
"Medford, OR",2016.0,44621.0
"Medford, OR",2017.0,46187.5
"Medford, OR",2018.0,48618.0
"Medford, OR",2019.0,50888.5
"Medford, OR",2020.0,55542.0
"Medford, OR",2021.0,60826.0
"Memphis, TN",2011.0,33331.6
"Memphis, TN",2012.0,32494.2
"Memphis, TN",2013.0,31931.8
"Memphis, TN",2014.0,33084.2
"Memphis, TN",2015.0,32642.0
"Memphis, TN",2016.0,33025.2
"Memphis, TN",2017.0,34415.6
"Memphis, TN",2018.0,36492.2
"Memphis, TN",2019.0,37867.0
"Memphis, TN",2020.0,38646.4
"Memphis, TN",2021.0,42410.2
"Merced, CA",2011.0,41355.0
"Merced, CA",2012.0,43097.333333333336
"Merced, CA",2013.0,40563.0
"Merced, CA",2014.0,40941.333333333336
"Merced, CA",2015.0,39807.333333333336
"Merced, CA",2016.0,41677.333333333336
"Merced, CA",2017.0,42747.0
"Merced, CA",2018.0,46129.666666666664
"Merced, CA",2019.0,48259.0
"Merced, CA",2020.0,51609.333333333336
"Merced, CA",2021.0,53117.0
"Miami, FL",2011.0,26075.5
"Miami, FL",2012.0,24607.5
"Miami, FL",2013.0,25038.25
"Miami, FL",2014.0,24794.75
"Miami, FL",2015.0,24632.0
"Miami, FL",2016.0,25648.75
"Miami, FL",2017.0,34701.2
"Miami, FL",2018.0,27997.0
"Miami, FL",2019.0,33444.2
"Miami, FL",2020.0,44459.6
"Miami, FL",2021.0,43430.0
"Michigan City, IN",2011.0,41493.0
"Michigan City, IN",2012.0,43211.0
"Michigan City, IN",2013.0,42396.0
"Michigan City, IN",2014.0,40419.0
"Michigan City, IN",2015.0,40547.0
"Michigan City, IN",2016.0,42219.0
"Michigan City, IN",2017.0,42642.0
"Michigan City, IN",2018.0,43816.0
"Michigan City, IN",2019.0,46300.0
"Michigan City, IN",2020.0,50075.0
"Michigan City, IN",2021.0,52026.0
"Midland, MI",2011.0,53748.5
"Midland, MI",2012.0,54575.5
"Midland, MI",2013.0,54721.0
"Midland, MI",2014.0,54105.0
"Midland, MI",2015.0,56577.5
"Midland, MI",2016.0,58234.5
"Midland, MI",2017.0,60133.5
"Midland, MI",2018.0,62066.0
"Midland, MI",2019.0,65505.0
"Midland, MI",2020.0,66979.5
"Midland, MI",2021.0,69828.0
"Midland, TX",2011.0,57445.0
"Midland, TX",2012.0,58373.8
"Midland, TX",2013.0,61360.2
"Midland, TX",2014.0,64695.0
"Midland, TX",2015.0,67592.8
"Midland, TX",2016.0,71383.0
"Midland, TX",2017.0,76191.2
"Midland, TX",2018.0,78951.4
"Midland, TX",2019.0,79498.4
"Midland, TX",2020.0,83432.2
"Midland, TX",2021.0,87324.8
"Milwaukee, WI",2011.0,31497.0
"Milwaukee, WI",2012.0,34125.4
"Milwaukee, WI",2013.0,36913.8
"Milwaukee, WI",2014.0,35639.2
"Milwaukee, WI",2015.0,35853.0
"Milwaukee, WI",2016.0,36718.2
"Milwaukee, WI",2017.0,38564.4
"Milwaukee, WI",2018.0,38274.6
"Milwaukee, WI",2019.0,40979.8
"Milwaukee, WI",2020.0,42100.4
"Milwaukee, WI",2021.0,44636.8
"Minneapolis, MN",2011.0,45207.6
"Minneapolis, MN",2012.0,45421.0
"Minneapolis, MN",2013.0,46735.8
"Minneapolis, MN",2014.0,45724.6
"Minneapolis, MN",2015.0,49070.5
"Minneapolis, MN",2016.0,51512.0
"Minneapolis, MN",2017.0,54042.0
"Minneapolis, MN",2018.0,54955.4
"Minneapolis, MN",2019.0,57707.4
"Minneapolis, MN",2020.0,61932.8
"Minneapolis, MN",2021.0,65033.8
"Missoula, MT",2011.0,46872.8
"Missoula, MT",2012.0,46935.0
"Missoula, MT",2013.0,47740.6
"Missoula, MT",2014.0,49297.4
"Missoula, MT",2015.0,50397.6
"Missoula, MT",2016.0,50985.8
"Missoula, MT",2017.0,52401.2
"Missoula, MT",2018.0,54129.6
"Missoula, MT",2019.0,58022.2
"Missoula, MT",2020.0,62277.4
"Missoula, MT",2021.0,66326.2
"Mobile, AL",2011.0,33498.2
"Mobile, AL",2012.0,30194.8
"Mobile, AL",2013.0,29530.0
"Mobile, AL",2014.0,29485.8
"Mobile, AL",2015.0,29495.6
"Mobile, AL",2016.0,29483.0
"Mobile, AL",2017.0,30839.8
"Mobile, AL",2018.0,32105.4
"Mobile, AL",2019.0,34622.6
"Mobile, AL",2020.0,35706.2
"Mobile, AL",2021.0,36319.2
"Modesto, CA",2011.0,46705.4
"Modesto, CA",2012.0,46225.6
"Modesto, CA",2013.0,44826.0
